  kx         ky         kz
  0.725420   -1.996129   0.128228  
  0.902802   -1.747533   0.128228  
  1.091542   -1.513540   0.128228  
  1.294806   -1.294806   0.128228  
  1.294806   -1.294806   0.128228  
  1.513540   -1.091542   0.128228  
  1.747533   -0.902802   0.128228  
  1.996129   -0.725420   0.128228  
  2.259016   -0.551962   0.128228  
  2.537384   -0.364539   0.128228  
  2.830708   -0.043119   0.128228  
  2.830708   0.043119   0.128228  


  2.829935   0.035413   0.384685  
  2.537021   0.362870   0.384685  
  2.258635   0.550846   0.384685  
  1.995820   0.724770   0.384685  
  1.747354   0.902514   0.384685  
  1.513486   1.091473   0.384685  
  1.294806   1.294806   0.384685  
  1.294806   1.294806   0.384685  
  1.091473   1.513486   0.384685  
  0.902514   1.747354   0.384685  
  0.724770   1.995820   0.384685  
  0.550846   2.258635   0.384685  
  0.362870   2.537021   0.384685  
  0.035413   2.829935   0.384685  
  -0.035413   2.829935   0.384685  
  -0.362870   2.537021   0.384685  
  -0.550846   2.258635   0.384685  
  -0.724770   1.995820   0.384685  
  -0.902514   1.747354   0.384685  
  -1.091473   1.513486   0.384685  
  -1.294806   1.294806   0.384685  
  -1.294806   1.294806   0.384685  
  -1.513486   1.091473   0.384685  
  -1.747354   0.902514   0.384685  
  -1.995820   0.724770   0.384685  
  -2.258635   0.550846   0.384685  
  -2.537021   0.362870   0.384685  
  -2.829935   0.035413   0.384685  
  -2.829935   -0.035413   0.384685  
  -2.537021   -0.362870   0.384685  
  -2.258635   -0.550846   0.384685  
  -1.995820   -0.724770   0.384685  
  -1.747354   -0.902514   0.384685  
  -1.513486   -1.091473   0.384685  
  -1.294806   -1.294806   0.384685  
  -1.294806   -1.294806   0.384685  
  -1.091473   -1.513486   0.384685  
  -0.902514   -1.747354   0.384685  
  -0.724770   -1.995820   0.384685  
  -0.550846   -2.258635   0.384685  
  -0.362870   -2.537021   0.384685  
  -0.035413   -2.829935   0.384685  
  0.035413   -2.829935   0.384685  
  0.362870   -2.537021   0.384685  
  0.550846   -2.258635   0.384685  
  0.724770   -1.995820   0.384685  
  0.902514   -1.747354   0.384685  
  1.091473   -1.513486   0.384685  
  1.294806   -1.294806   0.384685  
  1.294806   -1.294806   0.384685  
  1.513486   -1.091473   0.384685  
  1.747354   -0.902514   0.384685  
  1.995820   -0.724770   0.384685  
  2.258635   -0.550846   0.384685  
  2.537021   -0.362870   0.384685  
  2.829935   -0.035413   0.384685  
  2.829935   0.035413   0.384685  


  2.827892   0.015052   0.641141  
  2.536294   0.359530   0.641141  
  2.257877   0.548621   0.641141  
  1.995207   0.723476   0.641141  
  1.746999   0.901943   0.641141  
  1.513378   1.091337   0.641141  
  1.294806   1.294806   0.641141  
  1.294806   1.294806   0.641141  
  1.091337   1.513378   0.641141  
  0.901943   1.746999   0.641141  
  0.723476   1.995207   0.641141  
  0.548621   2.257877   0.641141  
  0.359530   2.536294   0.641141  
  0.015052   2.827892   0.641141  
  -0.015052   2.827892   0.641141  
  -0.359530   2.536294   0.641141  
  -0.548621   2.257877   0.641141  
  -0.723476   1.995207   0.641141  
  -0.901943   1.746999   0.641141  
  -1.091337   1.513378   0.641141  
  -1.294806   1.294806   0.641141  
  -1.294806   1.294806   0.641141  
  -1.513378   1.091337   0.641141  
  -1.746999   0.901943   0.641141  
  -1.995207   0.723476   0.641141  
  -2.257877   0.548621   0.641141  
  -2.536294   0.359530   0.641141  
  -2.827892   0.015052   0.641141  
  -2.827892   -0.015052   0.641141  
  -2.536294   -0.359530   0.641141  
  -2.257877   -0.548621   0.641141  
  -1.995207   -0.723476   0.641141  
  -1.746999   -0.901943   0.641141  
  -1.513378   -1.091337   0.641141  
  -1.294806   -1.294806   0.641141  
  -1.294806   -1.294806   0.641141  
  -1.091337   -1.513378   0.641141  
  -0.901943   -1.746999   0.641141  
  -0.723476   -1.995207   0.641141  
  -0.548621   -2.257877   0.641141  
  -0.359530   -2.536294   0.641141  
  -0.015052   -2.827892   0.641141  
  0.015052   -2.827892   0.641141  
  0.359530   -2.536294   0.641141  
  0.548621   -2.257877   0.641141  
  0.723476   -1.995207   0.641141  
  0.901943   -1.746999   0.641141  
  1.091337   -1.513378   0.641141  
  1.294806   -1.294806   0.641141  
  1.294806   -1.294806   0.641141  
  1.513378   -1.091337   0.641141  
  1.746999   -0.901943   0.641141  
  1.995207   -0.723476   0.641141  
  2.257877   -0.548621   0.641141  
  2.536294   -0.359530   0.641141  
  2.827892   -0.015052   0.641141  
  2.827892   0.015052   0.641141  


  2.803494   0.080372   0.897598  
  2.514286   0.369770   0.897598  
  2.241013   0.555725   0.897598  
  1.983147   0.729271   0.897598  
  1.739458   0.906471   0.897598  
  1.509924   1.094005   0.897598  
  1.294806   1.294806   0.897598  
  1.294806   1.294806   0.897598  
  1.094005   1.509924   0.897598  
  0.906471   1.739458   0.897598  
  0.729271   1.983147   0.897598  
  0.555725   2.241013   0.897598  
  0.369770   2.514286   0.897598  
  0.080372   2.803494   0.897598  
  -0.080372   2.803494   0.897598  
  -0.369770   2.514286   0.897598  
  -0.555725   2.241013   0.897598  
  -0.729271   1.983147   0.897598  
  -0.906471   1.739458   0.897598  
  -1.094005   1.509924   0.897598  
  -1.294806   1.294806   0.897598  
  -1.294806   1.294806   0.897598  
  -1.509924   1.094005   0.897598  
  -1.739458   0.906471   0.897598  
  -1.983147   0.729271   0.897598  
  -2.241013   0.555725   0.897598  
  -2.514286   0.369770   0.897598  
  -2.803494   0.080372   0.897598  
  -2.803494   -0.080372   0.897598  
  -2.514286   -0.369770   0.897598  
  -2.241013   -0.555725   0.897598  
  -1.983147   -0.729271   0.897598  
  -1.739458   -0.906471   0.897598  
  -1.509924   -1.094005   0.897598  
  -1.294806   -1.294806   0.897598  
  -1.294806   -1.294806   0.897598  
  -1.094005   -1.509924   0.897598  
  -0.906471   -1.739458   0.897598  
  -0.729271   -1.983147   0.897598  
  -0.555725   -2.241013   0.897598  
  -0.369770   -2.514286   0.897598  
  -0.080372   -2.803494   0.897598  
  0.080372   -2.803494   0.897598  
  0.369770   -2.514286   0.897598  
  0.555725   -2.241013   0.897598  
  0.729271   -1.983147   0.897598  
  0.906471   -1.739458   0.897598  
  1.094005   -1.509924   0.897598  
  1.294806   -1.294806   0.897598  
  1.294806   -1.294806   0.897598  
  1.509924   -1.094005   0.897598  
  1.739458   -0.906471   0.897598  
  1.983147   -0.729271   0.897598  
  2.241013   -0.555725   0.897598  
  2.514286   -0.369770   0.897598  
  2.803494   -0.080372   0.897598  
  2.803494   0.080372   0.897598  


  2.801238   0.059945   1.154054  
  2.512815   0.363272   1.154054  
  2.239525   0.551454   1.154054  
  1.981967   0.726816   1.154054  
  1.738782   0.905395   1.154054  
  1.509721   1.093750   1.154054  
  1.294806   1.294806   1.154054  
  1.294806   1.294806   1.154054  
  1.093750   1.509721   1.154054  
  0.905395   1.738782   1.154054  
  0.726816   1.981967   1.154054  
  0.551454   2.239525   1.154054  
  0.363272   2.512815   1.154054  
  0.059945   2.801238   1.154054  
  -0.059945   2.801238   1.154054  
  -0.363272   2.512815   1.154054  
  -0.551454   2.239525   1.154054  
  -0.726816   1.981967   1.154054  
  -0.905395   1.738782   1.154054  
  -1.093750   1.509721   1.154054  
  -1.294806   1.294806   1.154054  
  -1.294806   1.294806   1.154054  
  -1.509721   1.093750   1.154054  
  -1.738782   0.905395   1.154054  
  -1.981967   0.726816   1.154054  
  -2.239525   0.551454   1.154054  
  -2.512815   0.363272   1.154054  
  -2.801238   0.059945   1.154054  
  -2.801238   -0.059945   1.154054  
  -2.512815   -0.363272   1.154054  
  -2.239525   -0.551454   1.154054  
  -1.981967   -0.726816   1.154054  
  -1.738782   -0.905395   1.154054  
  -1.509721   -1.093750   1.154054  
  -1.294806   -1.294806   1.154054  
  -1.294806   -1.294806   1.154054  
  -1.093750   -1.509721   1.154054  
  -0.905395   -1.738782   1.154054  
  -0.726816   -1.981967   1.154054  
  -0.551454   -2.239525   1.154054  
  -0.363272   -2.512815   1.154054  
  -0.059945   -2.801238   1.154054  
  0.059945   -2.801238   1.154054  
  0.363272   -2.512815   1.154054  
  0.551454   -2.239525   1.154054  
  0.726816   -1.981967   1.154054  
  0.905395   -1.738782   1.154054  
  1.093750   -1.509721   1.154054  
  1.294806   -1.294806   1.154054  
  1.294806   -1.294806   1.154054  
  1.509721   -1.093750   1.154054  
  1.738782   -0.905395   1.154054  
  1.981967   -0.726816   1.154054  
  2.239525   -0.551454   1.154054  
  2.512815   -0.363272   1.154054  
  2.801238   -0.059945   1.154054  
  2.801238   0.059945   1.154054  


  2.797120   0.022662   1.410511  
  2.510976   0.355144   1.410511  
  2.237687   0.546177   1.410511  
  1.980520   0.723801   1.410511  
  1.737957   0.904079   1.410511  
  1.509472   1.093438   1.410511  
  1.294806   1.294806   1.410511  
  1.294806   1.294806   1.410511  
  1.093438   1.509472   1.410511  
  0.904079   1.737957   1.410511  
  0.723801   1.980520   1.410511  
  0.546177   2.237687   1.410511  
  0.355144   2.510976   1.410511  
  0.022662   2.797120   1.410511  
  -0.022662   2.797120   1.410511  
  -0.355144   2.510976   1.410511  
  -0.546177   2.237687   1.410511  
  -0.723801   1.980520   1.410511  
  -0.904079   1.737957   1.410511  
  -1.093438   1.509472   1.410511  
  -1.294806   1.294806   1.410511  
  -1.294806   1.294806   1.410511  
  -1.509472   1.093438   1.410511  
  -1.737957   0.904079   1.410511  
  -1.980520   0.723801   1.410511  
  -2.237687   0.546177   1.410511  
  -2.510976   0.355144   1.410511  
  -2.797120   0.022662   1.410511  
  -2.797120   -0.022662   1.410511  
  -2.510976   -0.355144   1.410511  
  -2.237687   -0.546177   1.410511  
  -1.980520   -0.723801   1.410511  
  -1.737957   -0.904079   1.410511  
  -1.509472   -1.093438   1.410511  
  -1.294806   -1.294806   1.410511  
  -1.294806   -1.294806   1.410511  
  -1.093438   -1.509472   1.410511  
  -0.904079   -1.737957   1.410511  
  -0.723801   -1.980520   1.410511  
  -0.546177   -2.237687   1.410511  
  -0.355144   -2.510976   1.410511  
  -0.022662   -2.797120   1.410511  
  0.022662   -2.797120   1.410511  
  0.355144   -2.510976   1.410511  
  0.546177   -2.237687   1.410511  
  0.723801   -1.980520   1.410511  
  0.904079   -1.737957   1.410511  
  1.093438   -1.509472   1.410511  
  1.294806   -1.294806   1.410511  
  1.294806   -1.294806   1.410511  
  1.509472   -1.093438   1.410511  
  1.737957   -0.904079   1.410511  
  1.980520   -0.723801   1.410511  
  2.237687   -0.546177   1.410511  
  2.510976   -0.355144   1.410511  
  2.797120   -0.022662   1.410511  
  2.797120   0.022662   1.410511  


  2.770753   0.066111   1.666968  
  2.487915   0.361082   1.666968  
  2.219872   0.550762   1.666968  
  1.967773   0.728254   1.666968  
  1.730049   0.908046   1.666968  
  1.505913   1.095976   1.666968  
  1.294806   1.294806   1.666968  
  1.294806   1.294806   1.666968  
  1.095976   1.505913   1.666968  
  0.908046   1.730049   1.666968  
  0.728254   1.967773   1.666968  
  0.550762   2.219872   1.666968  
  0.361082   2.487915   1.666968  
  0.066111   2.770753   1.666968  
  -0.066111   2.770753   1.666968  
  -0.361082   2.487915   1.666968  
  -0.550762   2.219872   1.666968  
  -0.728254   1.967773   1.666968  
  -0.908046   1.730049   1.666968  
  -1.095976   1.505913   1.666968  
  -1.294806   1.294806   1.666968  
  -1.294806   1.294806   1.666968  
  -1.505913   1.095976   1.666968  
  -1.730049   0.908046   1.666968  
  -1.967773   0.728254   1.666968  
  -2.219872   0.550762   1.666968  
  -2.487915   0.361082   1.666968  
  -2.770753   0.066111   1.666968  
  -2.770753   -0.066111   1.666968  
  -2.487915   -0.361082   1.666968  
  -2.219872   -0.550762   1.666968  
  -1.967773   -0.728254   1.666968  
  -1.730049   -0.908046   1.666968  
  -1.505913   -1.095976   1.666968  
  -1.294806   -1.294806   1.666968  
  -1.294806   -1.294806   1.666968  
  -1.095976   -1.505913   1.666968  
  -0.908046   -1.730049   1.666968  
  -0.728254   -1.967773   1.666968  
  -0.550762   -2.219872   1.666968  
  -0.361082   -2.487915   1.666968  
  -0.066111   -2.770753   1.666968  
  0.066111   -2.770753   1.666968  
  0.361082   -2.487915   1.666968  
  0.550762   -2.219872   1.666968  
  0.728254   -1.967773   1.666968  
  0.908046   -1.730049   1.666968  
  1.095976   -1.505913   1.666968  
  1.294806   -1.294806   1.666968  
  1.294806   -1.294806   1.666968  
  1.505913   -1.095976   1.666968  
  1.730049   -0.908046   1.666968  
  1.967773   -0.728254   1.666968  
  2.219872   -0.550762   1.666968  
  2.487915   -0.361082   1.666968  
  2.770753   -0.066111   1.666968  
  2.770753   0.066111   1.666968  


  2.764333   0.012871   1.923424  
  2.485328   0.350079   1.923424  
  2.217401   0.543817   1.923424  
  1.965879   0.724361   1.923424  
  1.728987   0.906365   1.923424  
  1.505596   1.095581   1.923424  
  1.294806   1.294806   1.923424  
  1.294806   1.294806   1.923424  
  1.095581   1.505596   1.923424  
  0.906365   1.728987   1.923424  
  0.724361   1.965879   1.923424  
  0.543817   2.217401   1.923424  
  0.350079   2.485328   1.923424  
  0.012871   2.764333   1.923424  
  -0.012871   2.764333   1.923424  
  -0.350079   2.485328   1.923424  
  -0.543817   2.217401   1.923424  
  -0.724361   1.965879   1.923424  
  -0.906365   1.728987   1.923424  
  -1.095581   1.505596   1.923424  
  -1.294806   1.294806   1.923424  
  -1.294806   1.294806   1.923424  
  -1.505596   1.095581   1.923424  
  -1.728987   0.906365   1.923424  
  -1.965879   0.724361   1.923424  
  -2.217401   0.543817   1.923424  
  -2.485328   0.350079   1.923424  
  -2.764333   0.012871   1.923424  
  -2.764333   -0.012871   1.923424  
  -2.485328   -0.350079   1.923424  
  -2.217401   -0.543817   1.923424  
  -1.965879   -0.724361   1.923424  
  -1.728987   -0.906365   1.923424  
  -1.505596   -1.095581   1.923424  
  -1.294806   -1.294806   1.923424  
  -1.294806   -1.294806   1.923424  
  -1.095581   -1.505596   1.923424  
  -0.906365   -1.728987   1.923424  
  -0.724361   -1.965879   1.923424  
  -0.543817   -2.217401   1.923424  
  -0.350079   -2.485328   1.923424  
  -0.012871   -2.764333   1.923424  
  0.012871   -2.764333   1.923424  
  0.350079   -2.485328   1.923424  
  0.543817   -2.217401   1.923424  
  0.724361   -1.965879   1.923424  
  0.906365   -1.728987   1.923424  
  1.095581   -1.505596   1.923424  
  1.294806   -1.294806   1.923424  
  1.294806   -1.294806   1.923424  
  1.505596   -1.095581   1.923424  
  1.728987   -0.906365   1.923424  
  1.965879   -0.724361   1.923424  
  2.217401   -0.543817   1.923424  
  2.485328   -0.350079   1.923424  
  2.764333   -0.012871   1.923424  
  2.764333   0.012871   1.923424  


  2.737111   0.047745   2.179881  
  2.461625   0.353744   2.179881  
  2.199106   0.547292   2.179881  
  1.952839   0.728302   2.179881  
  1.720941   0.910140   2.179881  
  1.502001   1.098076   2.179881  
  1.294806   1.294806   2.179881  
  1.294806   1.294806   2.179881  
  1.098076   1.502001   2.179881  
  0.910140   1.720941   2.179881  
  0.728302   1.952839   2.179881  
  0.547292   2.199106   2.179881  
  0.353744   2.461625   2.179881  
  0.047745   2.737111   2.179881  
  -0.047745   2.737111   2.179881  
  -0.353744   2.461625   2.179881  
  -0.547292   2.199106   2.179881  
  -0.728302   1.952839   2.179881  
  -0.910140   1.720941   2.179881  
  -1.098076   1.502001   2.179881  
  -1.294806   1.294806   2.179881  
  -1.294806   1.294806   2.179881  
  -1.502001   1.098076   2.179881  
  -1.720941   0.910140   2.179881  
  -1.952839   0.728302   2.179881  
  -2.199106   0.547292   2.179881  
  -2.461625   0.353744   2.179881  
  -2.737111   0.047745   2.179881  
  -2.737111   -0.047745   2.179881  
  -2.461625   -0.353744   2.179881  
  -2.199106   -0.547292   2.179881  
  -1.952839   -0.728302   2.179881  
  -1.720941   -0.910140   2.179881  
  -1.502001   -1.098076   2.179881  
  -1.294806   -1.294806   2.179881  
  -1.294806   -1.294806   2.179881  
  -1.098076   -1.502001   2.179881  
  -0.910140   -1.720941   2.179881  
  -0.728302   -1.952839   2.179881  
  -0.547292   -2.199106   2.179881  
  -0.353744   -2.461625   2.179881  
  -0.047745   -2.737111   2.179881  
  0.047745   -2.737111   2.179881  
  0.353744   -2.461625   2.179881  
  0.547292   -2.199106   2.179881  
  0.728302   -1.952839   2.179881  
  0.910140   -1.720941   2.179881  
  1.098076   -1.502001   2.179881  
  1.294806   -1.294806   2.179881  
  1.294806   -1.294806   2.179881  
  1.502001   -1.098076   2.179881  
  1.720941   -0.910140   2.179881  
  1.952839   -0.728302   2.179881  
  2.199106   -0.547292   2.179881  
  2.461625   -0.353744   2.179881  
  2.737111   -0.047745   2.179881  
  2.737111   0.047745   2.179881  


  2.707959   0.064469   2.436337  
  2.437689   0.356628   2.436337  
  2.180678   0.550521   2.436337  
  1.939743   0.732183   2.436337  
  1.712882   0.913907   2.436337  
  1.498405   1.100572   2.436337  
  1.294806   1.294806   2.436337  
  1.294806   1.294806   2.436337  
  1.100572   1.498405   2.436337  
  0.913907   1.712882   2.436337  
  0.732183   1.939743   2.436337  
  0.550521   2.180678   2.436337  
  0.356628   2.437689   2.436337  
  0.064469   2.707959   2.436337  
  -0.064469   2.707959   2.436337  
  -0.356628   2.437689   2.436337  
  -0.550521   2.180678   2.436337  
  -0.732183   1.939743   2.436337  
  -0.913907   1.712882   2.436337  
  -1.100572   1.498405   2.436337  
  -1.294806   1.294806   2.436337  
  -1.294806   1.294806   2.436337  
  -1.498405   1.100572   2.436337  
  -1.712882   0.913907   2.436337  
  -1.939743   0.732183   2.436337  
  -2.180678   0.550521   2.436337  
  -2.437689   0.356628   2.436337  
  -2.707959   0.064469   2.436337  
  -2.707959   -0.064469   2.436337  
  -2.437689   -0.356628   2.436337  
  -2.180678   -0.550521   2.436337  
  -1.939743   -0.732183   2.436337  
  -1.712882   -0.913907   2.436337  
  -1.498405   -1.100572   2.436337  
  -1.294806   -1.294806   2.436337  
  -1.294806   -1.294806   2.436337  
  -1.100572   -1.498405   2.436337  
  -0.913907   -1.712882   2.436337  
  -0.732183   -1.939743   2.436337  
  -0.550521   -2.180678   2.436337  
  -0.356628   -2.437689   2.436337  
  -0.064469   -2.707959   2.436337  
  0.064469   -2.707959   2.436337  
  0.356628   -2.437689   2.436337  
  0.550521   -2.180678   2.436337  
  0.732183   -1.939743   2.436337  
  0.913907   -1.712882   2.436337  
  1.100572   -1.498405   2.436337  
  1.294806   -1.294806   2.436337  
  1.294806   -1.294806   2.436337  
  1.498405   -1.100572   2.436337  
  1.712882   -0.913907   2.436337  
  1.939743   -0.732183   2.436337  
  2.180678   -0.550521   2.436337  
  2.437689   -0.356628   2.436337  
  2.707959   -0.064469   2.436337  
  2.707959   0.064469   2.436337  


  2.678018   0.074308   2.692794  
  2.413568   0.359005   2.692794  
  2.162172   0.553673   2.692794  
  1.926636   0.736094   2.692794  
  1.704832   0.917704   2.692794  
  1.494813   1.103076   2.692794  
  1.294806   1.294806   2.692794  
  1.294806   1.294806   2.692794  
  1.103076   1.494813   2.692794  
  0.917704   1.704832   2.692794  
  0.736094   1.926636   2.692794  
  0.553673   2.162172   2.692794  
  0.359005   2.413568   2.692794  
  0.074308   2.678018   2.692794  
  -0.074308   2.678018   2.692794  
  -0.359005   2.413568   2.692794  
  -0.553673   2.162172   2.692794  
  -0.736094   1.926636   2.692794  
  -0.917704   1.704832   2.692794  
  -1.103076   1.494813   2.692794  
  -1.294806   1.294806   2.692794  
  -1.294806   1.294806   2.692794  
  -1.494813   1.103076   2.692794  
  -1.704832   0.917704   2.692794  
  -1.926636   0.736094   2.692794  
  -2.162172   0.553673   2.692794  
  -2.413568   0.359005   2.692794  
  -2.678018   0.074308   2.692794  
  -2.678018   -0.074308   2.692794  
  -2.413568   -0.359005   2.692794  
  -2.162172   -0.553673   2.692794  
  -1.926636   -0.736094   2.692794  
  -1.704832   -0.917704   2.692794  
  -1.494813   -1.103076   2.692794  
  -1.294806   -1.294806   2.692794  
  -1.294806   -1.294806   2.692794  
  -1.103076   -1.494813   2.692794  
  -0.917704   -1.704832   2.692794  
  -0.736094   -1.926636   2.692794  
  -0.553673   -2.162172   2.692794  
  -0.359005   -2.413568   2.692794  
  -0.074308   -2.678018   2.692794  
  0.074308   -2.678018   2.692794  
  0.359005   -2.413568   2.692794  
  0.553673   -2.162172   2.692794  
  0.736094   -1.926636   2.692794  
  0.917704   -1.704832   2.692794  
  1.103076   -1.494813   2.692794  
  1.294806   -1.294806   2.692794  
  1.294806   -1.294806   2.692794  
  1.494813   -1.103076   2.692794  
  1.704832   -0.917704   2.692794  
  1.926636   -0.736094   2.692794  
  2.162172   -0.553673   2.692794  
  2.413568   -0.359005   2.692794  
  2.678018   -0.074308   2.692794  
  2.678018   0.074308   2.692794  


  2.647567   0.080324   2.949250  
  2.389323   0.361169   2.949250  
  2.143650   0.556915   2.949250  
  1.913563   0.740124   2.949250  
  1.696817   0.921568   2.949250  
  1.491235   1.105598   2.949250  
  1.294806   1.294806   2.949250  
  1.294806   1.294806   2.949250  
  1.105598   1.491235   2.949250  
  0.921568   1.696817   2.949250  
  0.740124   1.913563   2.949250  
  0.556915   2.143650   2.949250  
  0.361169   2.389323   2.949250  
  0.080324   2.647567   2.949250  
  -0.080324   2.647567   2.949250  
  -0.361169   2.389323   2.949250  
  -0.556915   2.143650   2.949250  
  -0.740124   1.913563   2.949250  
  -0.921568   1.696817   2.949250  
  -1.105598   1.491235   2.949250  
  -1.294806   1.294806   2.949250  
  -1.294806   1.294806   2.949250  
  -1.491235   1.105598   2.949250  
  -1.696817   0.921568   2.949250  
  -1.913563   0.740124   2.949250  
  -2.143650   0.556915   2.949250  
  -2.389323   0.361169   2.949250  
  -2.647567   0.080324   2.949250  
  -2.647567   -0.080324   2.949250  
  -2.389323   -0.361169   2.949250  
  -2.143650   -0.556915   2.949250  
  -1.913563   -0.740124   2.949250  
  -1.696817   -0.921568   2.949250  
  -1.491235   -1.105598   2.949250  
  -1.294806   -1.294806   2.949250  
  -1.294806   -1.294806   2.949250  
  -1.105598   -1.491235   2.949250  
  -0.921568   -1.696817   2.949250  
  -0.740124   -1.913563   2.949250  
  -0.556915   -2.143650   2.949250  
  -0.361169   -2.389323   2.949250  
  -0.080324   -2.647567   2.949250  
  0.080324   -2.647567   2.949250  
  0.361169   -2.389323   2.949250  
  0.556915   -2.143650   2.949250  
  0.740124   -1.913563   2.949250  
  0.921568   -1.696817   2.949250  
  1.105598   -1.491235   2.949250  
  1.294806   -1.294806   2.949250  
  1.294806   -1.294806   2.949250  
  1.491235   -1.105598   2.949250  
  1.696817   -0.921568   2.949250  
  1.913563   -0.740124   2.949250  
  2.143650   -0.556915   2.949250  
  2.389323   -0.361169   2.949250  
  2.647567   -0.080324   2.949250  
  2.647567   0.080324   2.949250  


  2.635730   0.006975   3.205707  
  2.385233   0.346050   3.205707  
  2.140282   0.548193   3.205707  
  1.911199   0.735500   3.205707  
  1.695562   0.919639   3.205707  
  1.490873   1.105151   3.205707  
  1.294806   1.294806   3.205707  
  1.294806   1.294806   3.205707  
  1.105151   1.490873   3.205707  
  0.919639   1.695562   3.205707  
  0.735500   1.911199   3.205707  
  0.548193   2.140282   3.205707  
  0.346050   2.385233   3.205707  
  0.006975   2.635730   3.205707  
  -0.006975   2.635730   3.205707  
  -0.346050   2.385233   3.205707  
  -0.548193   2.140282   3.205707  
  -0.735500   1.911199   3.205707  
  -0.919639   1.695562   3.205707  
  -1.105151   1.490873   3.205707  
  -1.294806   1.294806   3.205707  
  -1.294806   1.294806   3.205707  
  -1.490873   1.105151   3.205707  
  -1.695562   0.919639   3.205707  
  -1.911199   0.735500   3.205707  
  -2.140282   0.548193   3.205707  
  -2.385233   0.346050   3.205707  
  -2.635730   0.006975   3.205707  
  -2.635730   -0.006975   3.205707  
  -2.385233   -0.346050   3.205707  
  -2.140282   -0.548193   3.205707  
  -1.911199   -0.735500   3.205707  
  -1.695562   -0.919639   3.205707  
  -1.490873   -1.105151   3.205707  
  -1.294806   -1.294806   3.205707  
  -1.294806   -1.294806   3.205707  
  -1.105151   -1.490873   3.205707  
  -0.919639   -1.695562   3.205707  
  -0.735500   -1.911199   3.205707  
  -0.548193   -2.140282   3.205707  
  -0.346050   -2.385233   3.205707  
  -0.006975   -2.635730   3.205707  
  0.006975   -2.635730   3.205707  
  0.346050   -2.385233   3.205707  
  0.548193   -2.140282   3.205707  
  0.735500   -1.911199   3.205707  
  0.919639   -1.695562   3.205707  
  1.105151   -1.490873   3.205707  
  1.294806   -1.294806   3.205707  
  1.294806   -1.294806   3.205707  
  1.490873   -1.105151   3.205707  
  1.695562   -0.919639   3.205707  
  1.911199   -0.735500   3.205707  
  2.140282   -0.548193   3.205707  
  2.385233   -0.346050   3.205707  
  2.635730   -0.006975   3.205707  
  2.635730   0.006975   3.205707  


  2.605096   0.016191   3.462163  
  2.360811   0.348327   3.462163  
  2.121803   0.551848   3.462163  
  1.898240   0.739860   3.462163  
  1.687637   0.923668   3.462163  
  1.487326   1.107714   3.462163  
  1.294806   1.294806   3.462163  
  1.294806   1.294806   3.462163  
  1.107714   1.487326   3.462163  
  0.923668   1.687637   3.462163  
  0.739860   1.898240   3.462163  
  0.551848   2.121803   3.462163  
  0.348327   2.360811   3.462163  
  0.016191   2.605096   3.462163  
  -0.016191   2.605096   3.462163  
  -0.348327   2.360811   3.462163  
  -0.551848   2.121803   3.462163  
  -0.739860   1.898240   3.462163  
  -0.923668   1.687637   3.462163  
  -1.107714   1.487326   3.462163  
  -1.294806   1.294806   3.462163  
  -1.294806   1.294806   3.462163  
  -1.487326   1.107714   3.462163  
  -1.687637   0.923668   3.462163  
  -1.898240   0.739860   3.462163  
  -2.121803   0.551848   3.462163  
  -2.360811   0.348327   3.462163  
  -2.605096   0.016191   3.462163  
  -2.605096   -0.016191   3.462163  
  -2.360811   -0.348327   3.462163  
  -2.121803   -0.551848   3.462163  
  -1.898240   -0.739860   3.462163  
  -1.687637   -0.923668   3.462163  
  -1.487326   -1.107714   3.462163  
  -1.294806   -1.294806   3.462163  
  -1.294806   -1.294806   3.462163  
  -1.107714   -1.487326   3.462163  
  -0.923668   -1.687637   3.462163  
  -0.739860   -1.898240   3.462163  
  -0.551848   -2.121803   3.462163  
  -0.348327   -2.360811   3.462163  
  -0.016191   -2.605096   3.462163  
  0.016191   -2.605096   3.462163  
  0.348327   -2.360811   3.462163  
  0.551848   -2.121803   3.462163  
  0.739860   -1.898240   3.462163  
  0.923668   -1.687637   3.462163  
  1.107714   -1.487326   3.462163  
  1.294806   -1.294806   3.462163  
  1.294806   -1.294806   3.462163  
  1.487326   -1.107714   3.462163  
  1.687637   -0.923668   3.462163  
  1.898240   -0.739860   3.462163  
  2.121803   -0.551848   3.462163  
  2.360811   -0.348327   3.462163  
  2.605096   -0.016191   3.462163  
  2.605096   0.016191   3.462163  


  2.574400   0.024628   3.718620  
  2.336520   0.351324   3.718620  
  2.103508   0.556080   3.718620  
  1.885445   0.744575   3.718620  
  1.679808   0.927855   3.718620  
  1.483808   1.110315   3.718620  
  1.294806   1.294806   3.718620  
  1.294806   1.294806   3.718620  
  1.110315   1.483808   3.718620  
  0.927855   1.679808   3.718620  
  0.744575   1.885445   3.718620  
  0.556080   2.103508   3.718620  
  0.351324   2.336520   3.718620  
  0.024628   2.574400   3.718620  
  -0.024628   2.574400   3.718620  
  -0.351324   2.336520   3.718620  
  -0.556080   2.103508   3.718620  
  -0.744575   1.885445   3.718620  
  -0.927855   1.679808   3.718620  
  -1.110315   1.483808   3.718620  
  -1.294806   1.294806   3.718620  
  -1.294806   1.294806   3.718620  
  -1.483808   1.110315   3.718620  
  -1.679808   0.927855   3.718620  
